text,tag
"Вы говорили, что через госуслуги не видно ИД, отправили по почте, будет обратная связь или их просто добавят на все специальности?",индивидуальные достижения
"Добрый день, скажите, пож-та, физкультура, занятия в спортивных секциях сколько раз в неделю?",обучение
"Спасибо, а когда можно расписание секций посмотреть, только 1 сентября?",обучение
"Спасибо большое за подробный ответ, в течение года можно будет секцию поменять, если вдруг что-то не понравится или не будет получаться?",обучение
"А нужно иметь регалии спортивные какие-то, чтобы попасть в секцию?",обучение
"Пары по физкультуре и пары на секциях это разные вещи? Можно ли ходить только на секции, не посещая занятия по физкультуре?",обучение
Почему я удалить не могу его...,технические проблемы
"Спасибо, сколько раз в неделю занятия?",обучение
"Подскажите, эта стипендия выплачивается вместо базовой, или является добавкой к ней?",обучение
Где можно посмотреть размеры стипендии за доп активность?,обучение
Где можно чекнуть фотки из общаг?,общежитие
"Всем привет, как можно посмотреть ранжированные списки поступающих? Через кабинет абитуриента не все направления просмотреть получается.",конкурсные списки
А через сколько приблизительно работать будут снова ?,технические проблемы
А что по степухе ?,обучение
Как можно повышенную получить(какие основания )?,обучение
а далее какая стипендия будет?,обучение
"Почему так долго..., не удалилось до сих пор, последнее направление осталось",технические проблемы
"Можно ли выбирать, с кем заселиться в общежитие? Можно заселиться в одну комнату с другом, например?",общежитие
А какой конкурс на общежитие? Какие баллы ЕГЭ?,общежитие
Есть шансы что проходной для получения общаги снизится?,общежитие
"Для чистоты эксперимента в прошлом году было 108  мест в общежитии, что более 40 процентов, в этом году ещё неясно в штуках.",общежитие
добрый день! что делать при такой проблеме? все профили различные,технические проблемы
вопрос: куда нужно будет везти оригинал аттестата? в основной корпус?,контакты
Что значит не завершено? Это два разных заявления или тут что то не так,технические проблемы
А сколько было бюджетных мест в прошлом году? Примерно,описание направлений
"А какую роль играет расстановка приоритетов при подаче заявления, могу ли я подать согласие на зачисление на направление, которое было у меня вторым в приоритете ?",распределение по кафедрам
"Скажите, удостоверение гражданина подвергшегося радиоактивному загрязнению вследствие катастрофы на ЧАЭС даёт какие-либо преимущества при получении общежития?",квота
"Здравствуйте, почему у меня на госулгах написно, что заявление рассматривается, но в списках я уже появился. Так и должно быть?",технические проблемы
"В списках может и в порядке, но на госуслугах нет. Институт должен сделать отметку, что заявление принято к участию в конкурсе. Только тогда на госуслугах поменяется статус заявления и появится возможность подать согласие через госуслуги",госуслуги
"Добрый день, такой вопрос. Я подавал документы через ваш сайт. Хочу привезти оригинал аттестата. Надо ли ещё что-то, кроме него? Фотографии, приписное, другое (?)",порядок приема
Как мне подать новое заявление?,технические проблемы
"Вот. когда я заходил раньше, здесь висело заявление на 7 июля, которое я вообще не заполнял. сегодня я решил его на всякий случай отозвать, но вместо него появилось это.",технические проблемы
А что нужно сдавать для военной кафедры маи?,обучение
а повышенная за спорт сколько?,обучение
"После подачи согласия через ваш сайт у меня перемешались конкурсные группы и профили обучения. Теперь они идут в другом порядке абсолютно. Подал согласие я на 01.03.00 , в приоритете после 1-го курса учиться на профиле ""Информатика"", но она у меня стоит 2-й в списке профилей. Есть ли приоритет? Можно ли в приемной комиссии лично уточнить, какая кафедра в приоритете?",технические проблемы
"Скажите пожалуйста, ситуация..есть целевое, есть согласие, если мы отзываем до 28го согласие, но останется целевой договор..что происходит? Если есть целевой, но до конца приема 28го отозвано согласие, заявление остается? Переходит в общий конкурс? Не получится такого, что если согласие отозвано до 28го, то заявление аннулируется или что то еще в таком духе, и уже не попасть на общий?",квота
"Подскажите в какие общежития заселяют 8 институт . Насколько я понимаю, есть коридорного и блочного типа. Каким образом распределяют? Уровень баллов влияет на заселение в более комфортабельное? Или как попадет?",общежитие
"Так студенты 8 института в каких живут? С 280 баллами что ""светит'?",общежитие
Сколько длится проверка заявления в среднем?,технические проблемы
"вопрос по поводу стипендии: пару дней назад вы мне тут сказали, что первый семестр стипендия фиксированная и зависит от баллов, а дальше в зависимости от оценок и уточнили, что с тройками стипендия будет приблизительно 4500, а в интернете я наткнулся на следующее: Академическую стипендию НЕ выплачивают если есть, хотя бы одна тройка в сессии, или имеется задолженность по предметам, это четко прописано в законе, установленный документом ""Приказ Министерства образования и науки Российской Федерации (Минобрнауки России) от 28 августа 2013 г. N 1000"".  так как будет по итогу?",обучение
"А вот если кто-нибудь из списка подаст оригинал в другой вуз, его уберут?",конкурсные списки
"Пометка будет у тех, кто подлинник предоставил, насколько я понимаю. Условный абитуриент может передумать и принести подлинник 3.08 в 17.59, так ведь?",даты приема
А как тогда оценить свою позицию среди других,конкурсные списки
До когда можно оригинал подать?,даты приема
"подскажите, имеет ли смысл уже сейчас поехать и положить оригинал и согласие на книпм, если у меня 270 баллов? не должен пролететь? просто я не из москвы, ехать достаточно долго, а в последний момент (2-3 августа) метаться не хочется",даты приема
А какой проходной вы прогнозируете с общежитием?,общежитие
а чего делать с гослуслугами тогда если документы не дойдут? просто меня почему то нет в списках на комп науки хотя я подавал,госуслуги
"Расскажите плиз подробно про платку. Сколько мест было, тот год и какой балл?",квота
Если желающих  больше места добавляют? Если желающий с более низким баллом чем прошлый год и он тоже не входит в кцп  на платку  его возьмут?,квота
"Дд! Подскажите, пожалуйста, какой ЯП проходится на 1м курсе?",обучение
почему профили сбросились?,технические проблемы
"я когда заявление подавал, указал, сбросилось",технические проблемы
А сколько всего бюджетных мест на 806 кафедре?,описание направлений
"Добрый вечер, подскажите, почему мне показываются списки только особой квоты, где найти просто бюджетные места?",конкурсные списки
А 01.03.04 это какой кафедры направление?,описание направлений
"Здравствуйте, кому можно вопрос по личному кабинету задать?",технические проблемы
"Вот в кабинете пишет, что нужно передать оригинал документа для участия в конкурсе. А у меня вроде итак передан оригинал, так и должно быть?",порядок приема
"Здравствуйте, у меня вопрос. Я подвал лично вместе с согласием сразу. Сейчас у меня появилось ещё одно личное достижение, но приехать я не могу. Что с ним делать, на почту прислать можно?",индивидуальные достижения
"Здравствуйте, где можно посмотреть учебные планы?",описание направлений
"Здравствуйте!Есть ли Военная кафедра  у 8 института?Если есть,то как и когда происходит отбор?",обучение
"Здравствуйте, а сколько баллов добавляют за волонтерство? Мне добавили 2, но на стороннем сайте я увидел, что добавляют 4",индивидуальные достижения
"Здравствуйте, я подал документы через госуслуги, но у меня в рейтиговых списках за индивидуальные достижения стоит 0 баллов, хотя я указывал что у меня есть золотая медаль. Что мне делать?",индивидуальные достижения
"Здравствуйте. Где можно узнать адреса институтов? Хотелось бы знать, куда нужно будет ехать, если удастся поступить",контакты
"здравствуйте. я подал документы через госуслуги 10 дней назад но статус до сих пор ""рассматрение заявления"".  как понять участвую я в конкурсе или нет?",госуслуги
"честно говоря, не знаю что такое ранжированный список",конкурсные списки
А от чего зависит размещение в той или иной общаге?,общежитие
И сколько мест в общежитии выделено факультету?,общежитие
"Добрый день, какие ЯП вообще в течение обучения изучаются на ФИИТе?",описание направлений
"Добрый день, почему в заявлении есть ИД ГТО, а в списках баллы не прибавились? Подавал через сайт МАИ",индивидуальные достижения
добрый день! почему мне в конкурсных списках в сумму баллов не засчитали золотую медаль ? Хотя в заявлении в индивидуальных достижениях есть аттестат с отличием,индивидуальные достижения
"Подскажите пожалуйста тоже, каждый раз при редактировании заявления видим, что место выдачи паспорта почему то меняется, опять заполняем как в паспорте, дальше открывали- там опять другое место указано..это глюк и не обращать внимания, или что с этим поделать? Сейчас подано согласие, и не хочется его отзывать, чтобы опять проверить паспорт и исправить",технические проблемы
"Подскажите, пожалуйста, а не важно ли, что я почему-то переместился из минпромторга в общую целевую квоту?",квота
"Здравствуйте, а можно ли после поступления перевестись на другое направление? Могут ли возникнуть затруднения?",обучение
А сколько бюджетных мест на пми?,описание направлений
"Здравствуйте! Не отследили консультацию, к большому сожалению. Расшифруйте пожалуйста эти цифры? Сколько мест остается по общему конкурсу в результате? И что такое Общая квота целевого приема?",описание направлений
Какие ЯП изучают на прогинже?,описание направлений
"подскажите, пожалуйста, в маи начисляют баллы за итоговое сочинение, написанное на полный балл?",индивидуальные достижения
"Подскажите, пожалуйста, если аттестат электронный (школа участвует в эксперименте) достаточно его направить на электронную почту приемной комиссии или прикрепить в личном кабинете? Работаете с такими документами? Или нужен в бумажном виде?",технические проблемы
Сегодня и на маи какие то проблемы с ранжированными списками,технические проблемы
"я позвонил, сказали что идут тех работы",технические проблемы
"Мда, если уже  за 3 дня до конца подачи заявлений рухнули и сайты вузов, и госуслуги, то что будет после 25го..а ведь согласия никто не подает сейчас, на прием 250 чел всегт 25 согласий..чего все ждут, что все умрет и вообще не подать будет ничего",технические проблемы
"Надо было изменить профили в заявлении. Как следствие, оно опять на проверке. А если его не успеют проверить до 25? Или прийдет отказ? Что тогда делать? Или ид не засчитают по какой-то причине?",технические проблемы
"а завтра ведь еще можно подать заявление на поступление, даже несмотря на то, что выходной?",даты приема
"привет всем, какие документы нужно привозить в приемную комиссию? если я подаю оригиналы доков",документы
кто-нибудь знает где можно посмотреть списки поступающих в маи 2022 по целевому обучению?,конкурсные списки
А чем вообще пми и фиит отличаются?,описание направлений
здравствуйте! куда можно написать насчёт учёта достижений?,индивидуальные достижения
"Здравствуйте, редактировал заявление (добавил 01 03 02 на целевое обучение). Заявление приняли, но в конкурсных списках я так и не появился. Стоит ли беспокоится или просто списки не обновили?",технические проблемы
"здравствуйте. а статус заявления «принято» не означает то, что я должен был появиться в списках?",технические проблемы
"Если сдан аттестат, сколько времени надо чтобы его забрать и какой порядок действий? И можно ли его потом положить обратно? 🤷‍♀️🤷‍♀️",порядок приема
Те через 10 минут выдадут аттестат? И в случае чего обратно можно привезти?,документы
"Добрый день, какие документы нужны для зачисления?  Аттестат, паспорт, согласие и всё?",документы
"Почему постоянно отклоняется програмная инженерия в маи, говорит превысил количество на самом деле я выбрал только 3/5",госуслуги
"Здравствуйте, у меня не взяли снилс, как я буду отображаться в рейтинге? Абдисаламов Элмар",технические проблемы
"Ребята, а где посмотреть нынешний рейтинг?",конкурсные списки
"Добрый вечер! Не совсем понятно, что означает номер по согласию?( вторая колонка )",конкурсные списки
Почему так? Может ли измениться количество мест в общежитии?,общежитие
В чем различие книпм и фиит?,описание направлений
"Наверное все правильно но честно мало чего понял, просто для многих кому надо обязательно общежитие гораздо лучше для нервов знать гарантированную сумму баллов при котором дадут общежитие.",общежитие
"Добрый день! А можно ли узнать учебный план, в эксель табличке какой-нибудь?",описание направлений
"Возможно ещё с гу согласия проходить не начали Я как только появилась возможность подал его через госы (в другой вуз), до сих пор в списках не отражено, хотя прошло уже дня 3 точно Возможно дело в самой пк, но я не уверен",госуслуги
"Реально, я как мама абитуриента с 270 с хорошим плюсом напрягаюсь относительно возможной перспективы остаться без общежития",общежитие
"Мне вроде сказали, что для иностранцев будут дополнительные места в общежитии, это правда и как работает, у меня 262 и иностранец",общежитие
"Есть какой-то их чат, типа этого?",контакты
"Зачем тогда согласия собирать, если их можно до 3 августа отозвать?",порядок приема
"Добрый день, подавал документы через госуслуги, в индивидуальных достижениях указывал аттестат с отличием, но его не видит МАИ. Подскажите, пожалуйста, что делать в такой ситуации?",индивидуальные достижения
"Сейчас не могу сказать как. Ребенок подавал. Нет, скорее всего. Напрямую в МАИ.",технические проблемы
"Да нет конечно, куда-то надо подавать. Вопрос куда? Чтобы со своими 271 балами и потребностью в общаге не остаться у разбитого корыта.",описание направлений
"Подскажите, в чем проблема? ИД я не указывыл, через ЛК всё хорошо, а тут вот так. Или это как раз, что я подал через ЛК конфликт вышел?",технические проблемы
Как так получается что те у кого баллов меньше в списках оказались впереди?,технические проблемы
получается мне лучше отозвать с госуслуг? и вообще может что-то из-за этого случиться с моим заявление в ЛК?,технические проблемы
"Это глюк какой то или что, это ж не ранжированные списки получается, как их читать?",технические проблемы
А как будет проходить опрос студентов о предпочтениях в выборе кафедры?,распределение по кафедрам
"А когда все будет опрошены, то по баллам распределят потом?",распределение по кафедрам
Оригинал согласия? Где его взять?,порядок приема
"Вопрос: А как заключить контракт на платное обучение? Я уже подал заявление. А дальше что нужно делать? Нажать Подать согласие на зачисление, и тогда появится договор или что?",квота
"А согласие на зачисление можно подать как в электронном виде, так и в бумажном (вместе с подлинником) ?",документы
"Меня сейчас немного дёрнуло. Подскажите, я ведь согласие на зачисление до 3 августа могу подать, так ведь?",даты приема
"Просто что-то во мне екнуло и я начал думать, что согласие на зачисление можно подать до конца сегодняшнего дня :-)",даты приема
Хотел узнать как обстоят дела с общагой,общежитие
"27.08. опубликуют рейтинговый список , он как-то будет обозначен как окончательный?",конкурсные списки
"Если аттестат принести, как быстро его можно будет забрать в случае чего? особенно 3 августа",порядок приема
"Здравствуйте, есть сайт или что-то про общежитие(как там устроено)? Если нет, можете рассказать(душ, сколько человек будет в одной комнате, есть ли спортивное оборудовании, интернет и тд)",общежитие
"Здравствуйте, можно ли лично принести аттестат, если подавал документы через госуслуги?",порядок приема
Сколько времени занимает отзыв согласия на зачисление?,документы
А как позвонить на 8 в приёмку?,контакты
Здравствуйте. Можно ли где-то посмотреть статистические данные по поданным заявлениям за 2021год. Чтобы понимать как изменились средние баллы поступающих и более точно спрогнозировать вероятность поступления.,описание направлений
"Подскажите, пожалуйста, если аттестат принесет другой человек (абитуриент пока не в Москве), то надо ли ему ещё что-то кроме аттестата и рукописной доверенности от абитуриента?",документы
как часто обновляются списки?,конкурсные списки
Нужен ли родитель или законный представитель для подачи заявления на зачисление?,конкурсные списки
"Доброе утро, в когда необходимо принести фотографии в университет?  После зачисления ближе к сентябрю или сразу вместе с аттестатом?",документы
"Добрый день. Сейчас смотрю списки, где указано количество проданных согласий. Обновление было в 16.15. В шапке таблицы указано в скобках, что по общему конкурсу подали 65 согласий. Листаем ниже таблицу, чтобы посмотреть с какими баллами подали согласие и в таблице всего 46 человек. А где остальные?",конкурсные списки
"Подскажите,  если положить оригинал в ВУЗ,  то потом через личный кабинет вуза   в этом вузе можно поменять согласие между направлениями ?  Или нужно приезжать и перекладывать?",документы
"Сколько мест на фиите на общий конкурс выделено с вычетом бви, особой квоты и т.д.?",описание направлений
как сложно с ФИИТа на ПМИ перевестись ?,обучение
а чем они тогда отличаются?,описание направлений
"Скажите, когда уже будут оконч.списки  висят пока за вчера 16 часов....",конкурсные списки
а почему до 31?,даты приема
Какие документы нужны в приёмной комиссии?,документы
"Скажите, как правильно рассчитать оставшееся количество бюджетных мест. На 27.07 на 15.10. Количество мест 225. Исходя из данных таблиц: БВИ - 12 Особая квота с согласиями и подлинником - 6 Общий конкурс с согласием и аттестатом: 54 Согласие без аттестата - 42. Расчет: 225-12-6-54=153 Значит сейчас есть 153 места без согласий и аттестатов. Правильно?",конкурсные списки
"Вопрос:  Почему у меня не стоит галочка о нужде в общежитии, хотя я указывал об этом при подаче документов в приёмной комиссии?",общежитие
"Я правильно понимаю, что на целевиков выделено 25 мест и если будет недобор, то оставшиеся места пойдут в общий конкурс?",конкурсные списки
"Вопрос. Где посмотреть, в какое общежитие студента вероятнее всего направят, исходя из информации о его факультете?",общежитие
В чем различие между копией ЕПГУ и подлинником ЕПГУ?,документы
"Т.е там где согласие, там и подлинник? Нельзя положить аттестат в один вуз, а согласие в другой или парочку?",документы
"а можете отправить адреса, где будем учиться на пми, спасибо",контакты
"Добрый вечер, не подскажите, какой конкурс на общежитие?",общежитие
"Я правильно понимаю?  Список поступающих уже окончательный -1935 человек. А ранжированный список будет итоговый, когда численность будет равна количеству поступающих -1935 человек.",конкурсные списки
почему заявление пустое? я подавала 15 очно в приёмке,технические проблемы
"но откуда-то странное заполненное не до конца заявление появилось со странной датой, с неуказанными индивидуальными достижениями",технические проблемы
"а как понять, подала я документы или нет?",технические проблемы
А как? Через ЛК?,технические проблемы
Почините пожааааалуйста списки(((( а ведь только конец приема по квотам.... что же будет 3го числа...,технические проблемы
Когда останется?,даты приема
А почему утром только? Они 5 раз в день должны обновляться. Там ведь самая движуха будет,конкурсные списки
"Скажите, пожалуйста, какая ситуация с подлинниками и согласиями на 02.03.02 по особой квоте? На сайте информация на 15:42, есть ли актуальнее? Спасибо заранее!",конкурсные списки
"Возник ещё вопрос, куда нажимать в личном кабинете чтобы изменить согласие. А то не знаю, подавал очно",технические проблемы
Здравствуйте! Смотрим табличку на текущий момент. Ведь сегодня последний день подачи согласий по квотам и бви? Почему же тогда так много народу вообще без согласий значатся? Или я что-то недопонимаю?,конкурсные списки
"Добрый вечер. Извините, что так поздно, можете, пожалуйста, пояснить, если на госуслугах стоит статус документа ""Электронный"", то нет необходимости ехать в МАИ и подавать документы лично?",госуслуги
"Добрый вечер, я хотел спросить по поводу согласий и оригинала, согласие можно привезти лично до 3 августа верно? А оригинал когда? И как можно будет отозвать согласие если списки изменятся?",документы
"У меня такой же вопрос Тот, кто с госуслуг подавал с госуслуг, может и после 18 часов 3 августа перемешать согласия или подавать аттестат?",даты приема
А сколько бюджетных мест по этому направлению ?,описание направлений
Это как-то можно изменить?,технические проблемы
"Как в таблице со списками абитуриентов отражается информация о том, подал ли абитуриент согласие на другое направление? Или этой информации нет",конкурсные списки
"а можно как-то меня учесть в приемной комисси, я прост только после 2-ого смогу оригинал подать",документы
"а кроме паспорта и аттестата, надо что-нибудь ещё, чтобы отнести оригинал?",документы
"Добрый день, а аттестат обязательно с корочкой приносить? Хотела оригинал отдать, но корочка в другом городе, отправят письмом, можно ли как то позже донести ее?",документы
А чем отличаются пми и пм?,описание направлений
какой процент отчисления людей с общагой?,обучение
"жаль записи нет, Крылов сказал, что общага для 270+ будет точно )",общежитие
А как лучше оригинал письмом или ехать вживую,документы
Как долго доходит согласие с госуслуг? Минуты или часы?,госуслуги
а как они между пми и фиит распределятся?,распределение по кафедрам
"Как я понял, на 8 институте не будет никакой авиации. А как с физикой дела?",обучение
А физра сколько раз в неделю?,обучение
"Подскажите, а есть какие-то внеурочные программы обучения на базе вуза?  Например, технопарк или спецкурсы какие-то",обучение
Добрый вечер. Есть ли шансы на общагу с 261 баллами?,общежитие
"Почему при фильтрации на подлинники аттестатов в списках показываются люди с копиями, поданными в ЕПГУ?",конкурсные списки
"в теории кто-то может принести аттестат в один вуз, а через госы ""принести"" во второй одновременно?",порядок приема
"небольшой вопросик возник в теме приоритетов  согласие подаётся на институт или на определенное направление? (на книпм или фиит, например)  то есть, если я не пройду на фиит, как первый приоритет, то пройду ли я на книпм следом?",порядок приема
"Доброе утро! Подскажите, пожалуйста, сегодня уже появятся приказы на зачисление БВИ на сайте?",документы
"проверьте пожалуйста, можно ли добавить ИД тут не указали, не знаю, как отредачить может, моего заявления вообще в базе нет",индивидуальные достижения
"и что будет, если не получится указать ИД? можно ли их будет потом как-то дописать?",индивидуальные достижения
Когда будет обновление списка?,конкурсные списки
"Пвы пишите зачислен, где можно увидеть приказы?",документы
"Можете объяснить, как вы считаете места в общежитии свободные? Просто на аналоге адмлиста от 8 института, например, уже 65 согласий подано с общежитием на 01.03.00 , а у вас тут в сумме 50 только. Где достоверная информация? Подскажите пожалуйста.",конкурсные списки
"Здравствуйте! Вопрос. Есть ли у 4 института свой чатик в телеге? Если да, поделитесь ссылкой, пожалуйста",контакты
"Добрый вечер, такой вопрос: может ли студент 7 института жить в одной комнате в общаге со студентом 8?",общежитие
Как часто обновляются списки?,конкурсные списки
Какой проходной балл на комп науки в прошлом году был?,описание направлений
"А для тех, кто бви и уже зачислен, когда будет известно что-либо насчёт общежития?",общежитие
"Если я подам согласие очно, как его можно отозвать?",технические проблемы
"Обещали тем, кто поступил по БВИ улучшенное общежитие, оно на Панфилова?",общежитие
А куда идти?),контакты
"Так, а на 8ом какие направления?",описание направлений
Фунд. Информатика это про что? На сайте вообще нет информации о направлении. Все кликабельные кроме него,описание направлений
А программирование в МАИ вприцнипе подаётся под соусом авиационной отрасли или как?,описание направлений
"А расскажи пожалуйста про активности, какие-то плюшки для студентов и тд",обучение
А как происходит распределение?,распределение по кафедрам
А чем по факту занимаются на комп наук и прикл математике.,описание направлений
А сколько проходной балл в прошлом году был?,описание направлений
"На 1.03.00 какие проходные были, не подскажите?",описание направлений
"Скажите, появилась эта кнопка. Нужно что-то выбирать?",технические проблемы
"Сколько баллов нужно иметь, чтобы точно дали общежитие?",общежитие
почему тут написано зачислено?,технические проблемы
а в чем отличие от ПИ например?,описание направлений
"Подскажите, пожалуйста, что нужно взять с собой в вуз при сдаче оригиналов?",документы
а откуда 30 дополнительных мест ? они с другой общяги ?,общежитие
"Вопрос, а если сейчас заявление весит через лк, а через госуслуги оно отклонено, можно как-то сделать, чтобы было наоборот, весело через госуслуги?",технические проблемы
"Ребят,подскажите пожалуйста,если ты отнёс оригинал очно,можно будет потом в крайний момент в личном кабинете переложить согласие на зачисление на другое направление?",документы
Добрый день! Для заселения в общежитие нужно будет уведомление о зачислении с предоставлением общежития. Оно в ЛК придёт? Или надо будет за ним идти куда-то?,документы
